['01-0001_mask.png', '186', '73', '232', '37']
['09-0546_mask.png', '147', '176', '224', '109']

['09-0547_mask.png', '147', '176', '227', '109']

['09-0548_mask.png', '147', '176', '227', '109']

['09-0549_mask.png', '145', '180', '227', '109']

['09-0550_mask.png', '145', '180', '227', '109']

['09-0551_mask.png', '145', '180', '227', '109']

['10-0001_mask.png', '137', '127', '157', '90']

['10-0002_mask.png', '138', '126', '158', '89']

['10-0003_mask.png', '136', '124', '157', '87']

['10-0004_mask.png', '137', '122', '157', '85']

['10-0005_mask.png', '137', '122', '157', '85']

['10-0006_mask.png', '137', '123', '157', '86']

['10-0007_mask.png', '137', '120', '158', '83']

['10-0008_mask.png', '137', '120', '158', '83']

['10-0009_mask.png', '137', '120', '157', '83']

['10-0010_mask.png', '137', '120', '157', '83']

['10-0011_mask.png', '137', '118', '158', '81']

['10-0012_mask.png', '137', '118', '158', '81']

['10-0013_mask.png', '136', '118', '157', '80']

['10-0014_mask.png', '137', '117', '158', '80']

['10-0015_mask.png', '137', '117', '158', '80']

['10-0016_mask.png', '138', '115', '159', '77']

['10-0017_mask.png', '138', '115', '159', '77']

['10-0018_mask.png', '139', '114', '160', '77']

['10-0019_mask.png', '139', '113', '160', '76']

['10-0020_mask.png', '139', '113', '160', '76']

['10-0021_mask.png', '140', '111', '165', '74']

['10-0022_mask.png', '140', '111', '165', '74']

['10-0023_mask.png', '142', '107', '167', '70']

['10-0024_mask.png', '144', '106', '169', '69']

['10-0025_mask.png', '144', '106', '169', '69']

['10-0026_mask.png', '145', '103', '170', '66']

['10-0027_mask.png', '148', '101', '173', '64']

['10-0028_mask.png', '148', '101', '173', '64']

['10-0029_mask.png', '151', '98', '175', '61']

['10-0030_mask.png', '152', '100', '177', '63']

['10-0031_mask.png', '154', '101', '178', '64']

['10-0032_mask.png', '156', '99', '181', '62']

['10-0033_mask.png', '160', '100', '184', '63']

['10-0034_mask.png', '160', '100', '184', '63']

['10-0035_mask.png', '161', '104', '186', '67']

['10-0036_mask.png', '161', '108', '186', '71']

['10-0037_mask.png', '164', '109', '189', '72']

['10-0038_mask.png', '165', '111', '190', '74']

['10-0039_mask.png', '167', '114', '192', '77']

['10-0040_mask.png', '168', '118', '196', '78']

['10-0041_mask.png', '169', '121', '197', '80']

['10-0042_mask.png', '169', '121', '197', '80']

['10-0043_mask.png', '169', '121', '197', '80']

['10-0044_mask.png', '169', '121', '197', '80']

['10-0045_mask.png', '169', '121', '197', '80']

['10-0046_mask.png', '169', '123', '197', '82']

['10-0047_mask.png', '171', '126', '199', '85']

['10-0048_mask.png', '173', '129', '201', '89']

['10-0049_mask.png', '175', '133', '204', '92']

['10-0050_mask.png', '177', '138', '205', '98']

['10-0051_mask.png', '180', '145', '208', '101']

['10-0052_mask.png', '180', '152', '208', '109']

['10-0053_mask.png', '183', '155', '211', '111']

['10-0054_mask.png', '184', '156', '216', '113']

['10-0055_mask.png', '186', '158', '218', '115']

['10-0056_mask.png', '189', '159', '221', '116']

['10-0057_mask.png', '191', '160', '224', '117']

['10-0058_mask.png', '193', '165', '230', '116']

['10-0059_mask.png', '194', '166', '231', '118']

['10-0060_mask.png', '196', '168', '233', '119']

['10-0061_mask.png', '199', '170', '235', '121']

['10-0062_mask.png', '202', '171', '238', '122']

['10-0063_mask.png', '206', '171', '243', '122']

['10-0064_mask.png', '209', '172', '246', '123']

['10-0065_mask.png', '212', '173', '248', '124']

['10-0066_mask.png', '212', '175', '248', '126']

['10-0067_mask.png', '212', '178', '252', '128']

['10-0068_mask.png', '213', '179', '253', '129']

['10-0069_mask.png', '215', '182', '255', '131']

['10-0070_mask.png', '217', '183', '258', '133']

['10-0071_mask.png', '221', '184', '261', '134']

['10-0072_mask.png', '223', '176', '264', '126']

['10-0073_mask.png', '225', '172', '266', '122']

['10-0074_mask.png', '227', '174', '267', '124']

['10-0075_mask.png', '224', '177', '271', '119']

['10-0076_mask.png', '224', '169', '271', '111']

['10-0077_mask.png', '226', '166', '273', '108']

['10-0078_mask.png', '227', '161', '273', '103']

['10-0079_mask.png', '226', '159', '272', '102']

['10-0080_mask.png', '225', '155', '272', '97']

['10-0081_mask.png', '226', '150', '273', '92']

['10-0082_mask.png', '230', '145', '277', '87']

['10-0083_mask.png', '236', '136', '282', '79']

['10-0084_mask.png', '238', '129', '285', '71']

['10-0085_mask.png', '238', '127', '285', '69']

['10-0086_mask.png', '240', '121', '287', '63']

['10-0087_mask.png', '241', '117', '290', '56']

['10-0088_mask.png', '244', '107', '294', '46']

['10-0089_mask.png', '247', '102', '296', '40']

['10-0090_mask.png', '249', '98', '298', '36']

['10-0091_mask.png', '251', '92', '301', '30']

['10-0092_mask.png', '251', '92', '301', '30']

['10-0093_mask.png', '251', '92', '301', '30']

['10-0094_mask.png', '255', '90', '304', '28']

['10-0095_mask.png', '255', '97', '308', '28']

['10-0096_mask.png', '255', '100', '309', '32']

['10-0097_mask.png', '256', '106', '310', '38']

['10-0098_mask.png', '257', '110', '311', '41']

['10-0099_mask.png', '255', '118', '312', '47']

['10-0100_mask.png', '256', '119', '313', '48']

['10-0101_mask.png', '256', '122', '314', '50']

['10-0102_mask.png', '258', '122', '315', '51']

['10-0103_mask.png', '258', '122', '315', '51']

['10-0104_mask.png', '256', '124', '313', '53']

['10-0105_mask.png', '254', '128', '311', '57']

['10-0106_mask.png', '253', '133', '310', '61']

['10-0107_mask.png', '251', '135', '308', '64']

['10-0108_mask.png', '250', '135', '312', '61']

['10-0109_mask.png', '246', '143', '308', '70']

['10-0110_mask.png', '244', '148', '307', '74']

['10-0111_mask.png', '243', '150', '305', '76']

['10-0112_mask.png', '243', '153', '306', '79']

['10-0113_mask.png', '238', '159', '301', '85']

['10-0114_mask.png', '238', '159', '301', '85']

['10-0115_mask.png', '236', '163', '299', '90']

['10-0116_mask.png', '236', '163', '299', '90']

['10-0117_mask.png', '236', '163', '299', '90']

['10-0118_mask.png', '235', '165', '297', '91']

['10-0119_mask.png', '235', '168', '298', '94']

['10-0120_mask.png', '235', '171', '298', '97']

['10-0121_mask.png', '235', '174', '298', '100']

['10-0122_mask.png', '235', '174', '298', '100']

['10-0123_mask.png', '232', '178', '295', '104']

['10-0124_mask.png', '234', '178', '296', '105']

['10-0125_mask.png', '231', '181', '294', '107']

['10-0126_mask.png', '232', '182', '295', '108']

['10-0127_mask.png', '230', '182', '293', '108']

['10-0128_mask.png', '228', '183', '290', '109']

['10-0129_mask.png', '227', '185', '290', '111']

['10-0130_mask.png', '226', '189', '289', '115']

['10-0131_mask.png', '225', '192', '288', '118']

['10-0132_mask.png', '225', '192', '288', '118']

['10-0133_mask.png', '223', '194', '285', '120']

['10-0134_mask.png', '222', '198', '285', '124']

['10-0135_mask.png', '221', '201', '284', '127']

['10-0136_mask.png', '219', '200', '279', '137']

['10-0137_mask.png', '216', '207', '276', '144']

['10-0138_mask.png', '211', '210', '271', '146']

['10-0139_mask.png', '207', '218', '267', '154']

['10-0140_mask.png', '202', '228', '262', '165']

['10-0141_mask.png', '203', '232', '256', '177']

['10-0142_mask.png', '201', '245', '252', '192']

['10-0143_mask.png', '198', '253', '250', '200']

['10-0144_mask.png', '196', '257', '247', '203']

['10-0145_mask.png', '195', '265', '246', '211']

['10-0146_mask.png', '195', '265', '238', '223']

['10-0147_mask.png', '192', '267', '235', '225']

['10-0148_mask.png', '189', '268', '233', '226']

['10-0149_mask.png', '189', '268', '233', '226']

['10-0150_mask.png', '189', '268', '233', '226']

['10-0151_mask.png', '189', '268', '233', '226']

['10-0152_mask.png', '190', '258', '223', '217']

['10-0153_mask.png', '187', '255', '221', '213']

['10-0154_mask.png', '188', '248', '221', '206']

['10-0155_mask.png', '189', '240', '222', '198']

['10-0156_mask.png', '190', '229', '223', '188']

['10-0157_mask.png', '191', '221', '224', '180']

['10-0158_mask.png', '194', '217', '221', '175']

['10-0159_mask.png', '195', '212', '221', '170']

['10-0160_mask.png', '197', '205', '224', '169']

['10-0161_mask.png', '200', '204', '226', '169']

['10-0162_mask.png', '201', '202', '228', '166']

['10-0163_mask.png', '201', '202', '228', '166']

['10-0164_mask.png', '201', '202', '228', '166']

['10-0165_mask.png', '201', '202', '228', '166']

['10-0166_mask.png', '201', '202', '228', '166']

['10-0167_mask.png', '201', '202', '228', '166']

['10-0168_mask.png', '203', '194', '229', '165']

['10-0169_mask.png', '204', '186', '231', '158']

['10-0170_mask.png', '203', '178', '230', '143']

['10-0171_mask.png', '201', '162', '227', '128']

['10-0172_mask.png', '201', '156', '227', '121']

['10-0173_mask.png', '200', '153', '226', '118']

['10-0174_mask.png', '200', '151', '226', '116']

['10-0175_mask.png', '199', '147', '225', '112']

['10-0176_mask.png', '199', '147', '225', '112']

['10-0177_mask.png', '197', '146', '224', '111']

['10-0178_mask.png', '197', '145', '223', '110']

['10-0179_mask.png', '198', '143', '224', '108']

['10-0180_mask.png', '198', '142', '225', '107']

['10-0181_mask.png', '201', '137', '227', '102']

['10-0182_mask.png', '201', '134', '227', '99']

['10-0183_mask.png', '203', '128', '230', '93']

['10-0184_mask.png', '206', '121', '233', '86']

['10-0185_mask.png', '208', '117', '235', '82']

['10-0186_mask.png', '211', '115', '236', '80']

['10-0187_mask.png', '211', '111', '236', '76']

['10-0188_mask.png', '213', '107', '239', '72']

['10-0189_mask.png', '213', '106', '238', '71']

['10-0190_mask.png', '214', '103', '239', '68']

['10-0191_mask.png', '214', '103', '239', '68']

['10-0192_mask.png', '216', '100', '241', '65']

['10-0193_mask.png', '218', '95', '244', '60']

['10-0194_mask.png', '220', '93', '245', '58']

['10-0195_mask.png', '221', '91', '246', '56']

['10-0196_mask.png', '221', '91', '246', '56']

['10-0197_mask.png', '221', '91', '246', '56']

['10-0198_mask.png', '221', '88', '247', '53']

['10-0199_mask.png', '224', '85', '249', '52']

['10-0200_mask.png', '227', '85', '253', '52']

['10-0201_mask.png', '229', '84', '255', '52']

['10-0202_mask.png', '231', '82', '256', '49']

['10-0203_mask.png', '233', '80', '259', '47']

['10-0204_mask.png', '235', '83', '260', '50']

['10-0205_mask.png', '235', '78', '261', '46']

['10-0206_mask.png', '235', '78', '261', '46']

['10-0207_mask.png', '235', '78', '261', '46']

['10-0208_mask.png', '235', '78', '261', '46']

['10-0209_mask.png', '235', '78', '261', '46']

['10-0210_mask.png', '238', '83', '263', '50']

['10-0211_mask.png', '238', '90', '264', '57']

['10-0212_mask.png', '239', '93', '265', '60']

['10-0213_mask.png', '240', '95', '266', '62']

['10-0214_mask.png', '242', '104', '267', '71']

['10-0215_mask.png', '242', '104', '267', '71']

['10-0216_mask.png', '243', '106', '268', '73']

['10-0217_mask.png', '243', '109', '268', '76']

['10-0218_mask.png', '243', '109', '268', '76']

['10-0219_mask.png', '247', '105', '273', '72']

['10-0220_mask.png', '250', '101', '276', '69']

['10-0221_mask.png', '253', '101', '278', '68']

['10-0222_mask.png', '253', '101', '278', '68']

['10-0223_mask.png', '253', '101', '278', '68']

['10-0224_mask.png', '254', '103', '279', '70']

['10-0225_mask.png', '254', '101', '279', '68']

['10-0226_mask.png', '256', '101', '281', '68']

['10-0227_mask.png', '256', '101', '281', '68']

['10-0228_mask.png', '254', '103', '279', '70']

['10-0229_mask.png', '254', '103', '279', '70']

['10-0230_mask.png', '252', '104', '277', '71']

['10-0231_mask.png', '252', '104', '277', '71']

['10-0232_mask.png', '252', '104', '277', '71']

['10-0233_mask.png', '252', '104', '277', '71']

['10-0234_mask.png', '252', '106', '277', '73']

['10-0235_mask.png', '255', '110', '280', '76']

['10-0236_mask.png', '256', '117', '281', '84']

['10-0237_mask.png', '255', '123', '281', '90']

['10-0238_mask.png', '255', '127', '280', '94']

['10-0239_mask.png', '255', '127', '280', '94']

['10-0240_mask.png', '255', '127', '280', '94']

['10-0241_mask.png', '254', '132', '279', '99']

['10-0242_mask.png', '254', '136', '279', '103']

['10-0243_mask.png', '255', '139', '280', '106']

['10-0244_mask.png', '256', '142', '282', '109']

['10-0245_mask.png', '257', '144', '282', '111']

['10-0246_mask.png', '257', '148', '282', '115']

['10-0247_mask.png', '258', '150', '284', '118']

['10-0248_mask.png', '257', '155', '282', '122']

['10-0249_mask.png', '258', '158', '283', '125']

['10-0250_mask.png', '259', '163', '281', '134']

['10-0251_mask.png', '256', '167', '278', '138']

['10-0252_mask.png', '256', '173', '277', '143']

['10-0253_mask.png', '253', '176', '275', '146']

['10-0254_mask.png', '252', '184', '273', '154']

['10-0255_mask.png', '252', '187', '273', '158']

['10-0256_mask.png', '249', '188', '270', '159']

['10-0257_mask.png', '248', '192', '270', '163']

['10-0258_mask.png', '248', '192', '270', '163']

['10-0259_mask.png', '247', '198', '269', '168']

['10-0260_mask.png', '247', '198', '269', '168']

['10-0261_mask.png', '247', '201', '271', '170']

['10-0262_mask.png', '247', '201', '271', '170']

['10-0263_mask.png', '245', '202', '269', '171']

['10-0264_mask.png', '245', '202', '269', '171']

['10-0265_mask.png', '243', '200', '267', '169']

['10-0266_mask.png', '242', '198', '266', '167']

['10-0267_mask.png', '241', '197', '265', '165']

['10-0268_mask.png', '236', '195', '262', '162']

['10-0269_mask.png', '235', '182', '261', '149']

['10-0270_mask.png', '233', '178', '260', '145']

['10-0271_mask.png', '230', '171', '257', '138']

['10-0272_mask.png', '224', '171', '256', '134']

['10-0273_mask.png', '224', '171', '256', '134']

['10-0274_mask.png', '223', '171', '255', '133']

['10-0275_mask.png', '222', '168', '253', '130']

['10-0276_mask.png', '221', '167', '252', '129']

['10-0277_mask.png', '217', '162', '244', '128']

['10-0278_mask.png', '215', '162', '242', '128']

['10-0279_mask.png', '213', '160', '240', '126']

['10-0280_mask.png', '211', '158', '238', '125']

['10-0281_mask.png', '210', '159', '237', '125']

['10-0282_mask.png', '206', '157', '233', '123']

['10-0283_mask.png', '207', '153', '234', '120']

['10-0284_mask.png', '206', '151', '233', '118']

['10-0285_mask.png', '206', '151', '233', '117']

['10-0286_mask.png', '205', '148', '232', '115']

['10-0287_mask.png', '203', '146', '230', '113']

['10-0288_mask.png', '201', '144', '229', '111']

['10-0289_mask.png', '202', '141', '229', '107']

['10-0290_mask.png', '201', '139', '228', '105']

['10-0291_mask.png', '200', '143', '228', '105']

['10-0292_mask.png', '201', '140', '229', '103']

['10-0293_mask.png', '201', '136', '230', '99']

['10-0294_mask.png', '201', '137', '231', '96']

['10-0295_mask.png', '201', '137', '231', '96']

['10-0296_mask.png', '201', '137', '231', '96']

['10-0297_mask.png', '201', '137', '231', '96']

['10-0298_mask.png', '201', '137', '231', '96']

['10-0299_mask.png', '201', '141', '231', '100']

['10-0300_mask.png', '201', '145', '231', '104']

['10-0301_mask.png', '203', '147', '233', '106']

['10-0302_mask.png', '204', '150', '234', '110']

['10-0303_mask.png', '206', '153', '236', '113']

['10-0304_mask.png', '209', '154', '239', '113']

['10-0305_mask.png', '208', '159', '241', '113']

['10-0306_mask.png', '208', '159', '241', '113']

['10-0307_mask.png', '207', '164', '240', '119']

['10-0308_mask.png', '210', '165', '243', '119']

['10-0309_mask.png', '211', '168', '244', '122']

['10-0310_mask.png', '213', '169', '246', '123']

['10-0311_mask.png', '215', '171', '248', '125']

['10-0312_mask.png', '215', '173', '248', '127']

['10-0313_mask.png', '217', '174', '249', '128']

['10-0314_mask.png', '217', '174', '250', '128']

['10-0315_mask.png', '220', '174', '252', '128']

['10-0316_mask.png', '222', '174', '256', '125']

['10-0317_mask.png', '222', '174', '263', '121']

['10-0318_mask.png', '229', '173', '269', '121']

['10-0319_mask.png', '229', '174', '275', '121']

['10-0320_mask.png', '235', '175', '278', '119']

['10-0321_mask.png', '235', '175', '283', '119']

['10-0322_mask.png', '238', '175', '286', '118']

['10-0323_mask.png', '238', '175', '295', '118']

['10-0324_mask.png', '241', '176', '298', '115']

['10-0325_mask.png', '246', '175', '302', '114']

['10-0326_mask.png', '248', '180', '306', '112']

['10-0327_mask.png', '254', '185', '313', '116']

['10-0328_mask.png', '254', '185', '313', '116']

['10-0329_mask.png', '261', '187', '319', '119']

['10-0330_mask.png', '264', '188', '323', '119']

['10-0331_mask.png', '264', '194', '323', '126']

['10-0332_mask.png', '264', '198', '326', '126']

['10-0333_mask.png', '266', '202', '327', '129']

['10-0334_mask.png', '267', '206', '328', '134']

['10-0335_mask.png', '268', '208', '330', '136']

['10-0336_mask.png', '268', '208', '330', '136']

['10-0337_mask.png', '268', '208', '330', '136']

['10-0338_mask.png', '268', '208', '330', '136']

['10-0339_mask.png', '268', '208', '330', '136']

['10-0340_mask.png', '268', '208', '330', '136']

['10-0341_mask.png', '268', '208', '330', '136']

['10-0342_mask.png', '268', '208', '330', '136']

['10-0343_mask.png', '268', '208', '330', '136']

['10-0344_mask.png', '268', '208', '330', '136']

['10-0345_mask.png', '235', '253', '299', '183']

['10-0346_mask.png', '230', '264', '294', '194']

['10-0347_mask.png', '230', '270', '295', '200']

['10-0348_mask.png', '232', '276', '296', '206']

['10-0349_mask.png', '229', '280', '293', '210']

['10-0350_mask.png', '219', '285', '284', '215']

['10-0351_mask.png', '219', '285', '284', '215']
